run_name,epoch,global_step,train_loss,val_loss_letter,val_mc_accuracy,val_mc_nll,lr,trainable_params,dora_r,context_mode
qdora_q,1,39,1.012588011681842,1.8306707607880803,0.5610687022900763,0.9322128377797949,9.371733080722911e-05,4271104,16,q_choices
qdora_q,2,78,0.7986525828048731,1.7712389139728693,0.5696564885496184,0.8606711794401853,6.971779275566593e-05,4271104,16,q_choices
qdora_q,3,117,0.7048893312165975,1.2323251623688762,0.6049618320610687,0.8232276398148245,3.746737338706397e-05,4271104,16,q_choices
qdora_q,4,156,0.5712600904741472,1.1599065444169154,0.6202290076335878,0.8475083792084501,1.046121315311508e-05,4271104,16,q_choices
qdora_q,5,195,0.5317702659456677,1.1503611822392195,0.625,0.8458718447910465,0.0,4271104,16,q_choices
qdora_q_hint,1,39,0.9631878315827471,1.5189380636652008,0.5620229007633588,0.8793840776872999,9.371733080722911e-05,4271104,16,q_hint
qdora_q_hint,2,78,0.7044650934325154,1.1033021505097396,0.6383587786259542,0.768308412710219,6.971779275566593e-05,4271104,16,q_hint
qdora_q_hint,3,117,0.5879140304599161,1.0618474647289013,0.6469465648854962,0.7669194909452483,3.746737338706397e-05,4271104,16,q_hint
qdora_q_hint,4,156,0.47937268881169165,0.9902481646028184,0.6507633587786259,0.7841501255014925,1.046121315311508e-05,4271104,16,q_hint
qdora_q_hint,5,195,0.5261817803528531,0.9965081633502291,0.6526717557251909,0.7862050931417305,0.0,4271104,16,q_hint
qdora_q_hint_lecture,1,39,0.9188616120546961,1.4286132971294054,0.6145038167938931,0.8192673366488391,9.371733080722911e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,2,78,0.6643841148764374,1.0802577988792013,0.6517175572519084,0.728683989921599,6.971779275566593e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,3,117,0.5668889015817182,0.9128732609612341,0.6650763358778626,0.7573948948437931,3.746737338706397e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,4,156,0.49140587453865164,0.8823348948063742,0.6698473282442748,0.7216924431783552,1.046121315311508e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,5,195,0.47427673570787793,0.8787211312819984,0.6669847328244275,0.7181865935220973,0.0,4271104,16,q_hint_lecture
