run_name,epoch,global_step,train_loss,val_loss_letter,val_mc_accuracy,val_mc_nll,lr,trainable_params,dora_r,context_mode
qdora_q_hint_lecture,1,195,0.7755902149106728,0.7919724781549614,0.6946564885496184,0.6348071120508755,9.931144006653531e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,2,390,0.5222374643829714,0.6706016645802342,0.7414122137404581,0.6059919723330904,9.395668845354979e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,3,585,0.4052300241626931,0.6232245885589309,0.7757633587786259,0.5406182787793454,8.384109442413457e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,4,780,0.33470484573872156,0.5703551475072407,0.7929389312977099,0.5310527372293047,7.006025345685974e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,5,975,0.2779295681191317,0.5617983901041439,0.8101145038167938,0.5285431125813577,5.410673504499829e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,6,1170,0.22290262558666213,0.5898048858467546,0.8291984732824428,0.5664462602875269,3.770842611130474e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,7,1365,0.16908131308770535,0.6039722468437385,0.8272900763358778,0.5809599035767214,2.264138776219622e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,8,1560,0.16305509731561021,0.7223706924434723,0.8301526717557252,0.6955391955643027,1.0537494412830534e-05,4271104,16,q_hint_lecture
qdora_q_hint_lecture,9,1755,0.1655947590397723,0.7258551441713321,0.8358778625954199,0.6985153853294264,2.7076894233403207e-06,4271104,16,q_hint_lecture
qdora_q_hint_lecture,10,1950,0.1327896686287098,0.7334288299365417,0.8377862595419847,0.7055280970049935,0.0,4271104,16,q_hint_lecture
